rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,total_purchase,total_plays,total_play_hours,list_of_users_ids_for_the_game
2285,Glover,N64,1998,Platform,Hasbro Interactive,,,0,,,,,,
2326,Madagascar,GBA,2005,Platform,Activision,,,0,,,,,,
2601,Rayman Origins,X360,2011,Platform,Ubisoft,,,0,,,12.0,10,120.6,"36546868,49228258,49462664,80779496,51557405,44482198,20772968,17530772,80128229,69954842,112199961,22371742"
3020,Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,,,0,,,,,,
3028,The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,,,0,,,,,,
3071,Rayman Legends,PS3,2013,Platform,Ubisoft,,,0,,,15.0,14,295.20000000000005,"89732768,36546868,70408902,124712421,45094639,154230723,13190476,189858084,2259650,73564778,64261708,42061089,17530772,1936551,112199961"
3196,Monster Hunter 2,PS2,N/A,Role-Playing,Capcom,0,0,,0,,,,,
3257,Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0,,,,,,,,
3465,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,,,0,,,,,,
3638,Daytona USA,SAT,1994,Racing,Sega,0,0,,0,,,,,
3924,LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,,,0,,,,,,
4304,Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,,0,0,,,,,,
4416,NBA Live 2000,N64,1999,Sports,Electronic Arts,,,0,0,,,,,
4571,NBA Street,GC,2002,Sports,Electronic Arts,,,0,,,,,,
4639,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,,0,,,,,
4727,Command & Conquer: Red Alert,PS,1997,Strategy,Virgin Interactive,,,0,,,,,,
4786,Mouse Trap,2600,1981,Action,Coleco,,,0,0,,,,,
4837,Hot Wheels: Beat That!,PS2,2007,Racing,Activision,,,0,,,,,,
4921,Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,,,0,,,,,,
5057,Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,,,0,,,,,,
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft,,0,0,,,,,,
5566,Fireball,2600,1981,Action,Starpath Corp.,,,0,0,,,,,
5898,Super Bomberman 5,SNES,1997,Puzzle,Hudson Soft,0,0,,0,,,,,
5912,Spider-Man: Friend or Foe,X360,2007,Action,Activision,,,0,,,,,,
6113,Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0,0,,0,,,,,
6141,The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0,0,,0,,,,,
6377,Section 8,X360,2009,Shooter,SouthPeak Games,,,0,,,6.0,3,40.7,"62990992,47457723,43955374,63276972,20772968,22301321"
6410,Megamind: The Blue Defender,DS,2010,Adventure,THQ,,,0,,,,,,
6524,Nightmare Creatures,N64,1996,Action,Activision,,,0,0,,,,,
6554,Samurai Warriors 4,PS3,2014,Action,Tecmo Koei,0,0,,0,,,,,
7079,Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft,,0,0,,,,,,
7297,American Idol,GBA,2003,Misc,Codemasters,,,0,0,,,,,
7748,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,,,,,,,,,
8080,Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,,0,,,,,
8081,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,,0,0,,,,,,
8089,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,,,,,,,,,
8132,Brink,PC,2011,Shooter,Bethesda Softworks,,,0,,,,,,
8318,NHL 07,PSP,2006,Sports,Electronic Arts,,,0,,,,,,
8769,Kingdom Under Fire: Heroes,XB,2005,Strategy,Deep Silver,,,0,,,,,,
9444,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,,0,,,,,
9697,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,,,0,,,,,,
9917,Dementium II,DS,2010,Shooter,SouthPeak Games,,,0,,,,,,
10047,Star Trek: Conquest,PS2,N/A,Strategy,Bethesda Softworks,,,0,,,,,,
10163,Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,0,0,,0,,,,,
10169,Eragon,PSP,2006,Action,Vivendi Games,,0,0,,,,,,
10416,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,,,0,0,,,,,
10679,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,,,0,0,,,,,
10745,Touch Detective,DS,2006,Adventure,505 Games,,,0,,,,,,
11135,Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,Idea Factory International,,,0,,,,,,
11144,Happy Feet Two,Wii,N/A,Action,Warner Bros. Interactive Entertainment,,,0,,,,,,
11196,Forgotten Realms: Demon Stone,XB,2004,Action,Atari,,,0,0,,,,,
11265,Beat Sketch!,PS3,2010,Misc,Sony Computer Entertainment,0,0,,0,,,,,
11270,Disgaea Infinite,PSP,2010,Adventure,Nippon Ichi Software,,0,,,,,,,
11273,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,2004,Adventure,Nintendo,0,0,,0,,,,,
11436,Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,,0,0,,,,,,
11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,,,0,0,,,,,
11949,Second Sight,XB,2004,Adventure,Codemasters,,,0,0,,,,,
12066,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,,,0,,,,,,
12094,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,,,0,0,,,,,
13726,Off-Road Drive,PC,2011,Racing,1C Company,0,,0,,,1.0,0,0.0,76892907
13977,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,,,0,0,,,,,
14075,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,,,0,,,,,,
14602,Doom,PC,1992,Shooter,id Software,,0,0,0,,,,,
14929,Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0,,0,0,,1.0,0,0.0,33865373
15142,Max Payne,PC,2001,Shooter,Take-Two Interactive,0,,0,0,,33.0,16,81.1,"154230933,30519870,10253354,20772968,85366890,26762388,13565651,30440303,79073449,28472068,33865373,22371742,23717586,247313879,58931437,62990992,69856757,122026623,51557405,57603447,34919318,57433226,61676491,47672756,270356700,2259650,73564778,68316900,7440594,86469479,145275657,17530772,61506388"
15248,Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0,,0,0,,,,,
15346,TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,,0,0,,,,,
15777,Army Men: Major Malfunction,XB,2006,Shooter,Global Star,,0,0,0,,,,,
16445,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0,0,,0,,,,,
92,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,,,,,,,,,
565,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,,,0,,,,,,
609,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,,,,,,19.0,1,0.6,"62990992,64973908,21061921,87734805,64787956,192170147,16645459,122094388,59825286,87694960,65147980,11403772,24721232,71777065,49624770,33622085,37422528,39146470,33865373"
908,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,,,0,,,,,,
1419,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,,,,,,,,,
1527,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,,,,,,,,,
1797,The Lord of the Rings: The Return of the King,XB,2003,Action,Electronic Arts,,,0,,,,,,
1886,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,,,0,,,,,,
1891,Skylanders Giants,PS3,2012,Action,Activision,,,0,,,,,,
2117,Kingdom Hearts Re:coded,DS,2010,Role-Playing,Square Enix,,,,,,,,,
2364,Resident Evil: Revelations,3DS,2012,Action,Capcom,,,,,,,,,
2476,Metroid: Zero Mission,GBA,2004,Adventure,Nintendo,,,0,,,,,,
2658,Avatar: The Game,X360,2009,Action,Ubisoft,,,0,,,,,,
2667,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,,,,,,,,,
2891,Football Manager 2014,PC,2013,Sports,Sega,0,,0,,,80.0,78,30574.8,"154485753,195147702,153774422,75639638,42380987,124537977,159389512,42681063,126583867,112088340,10302000,153046757,50553129,42363887,145606876,185781816,107107474,165994303,81054122,197166094,121615038,164663996,165742641,90117736,154105212,64023574,120164786,184480011,308221775,107324790,47063596,42005897,157275758,115192877,47693543,73518199,160036273,166823535,159364080,40080833,42849279,138695243,42695514,50769696,43189361,161641723,88271258,155071993,113260911,17495098,54826284,43684632,92901130,172434236,117312360,59383825,71875007,184155452,90786657,182988804,105782521,89832342,85256089,42657809,90532259,94297466,73094362,84925352,114024939,15415372,105274697,42935819,10599862,101827664,63993064,152812792,122492047,59575100,42099265,24841093"
2956,Mario Pinball Land,GBA,2004,Misc,Nintendo,,,0,,,,,,
3098,Kung Fu Panda,PS2,2008,Action,Activision,,0,0,,,,,,
3225,Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,Tecmo Koei,,,,,,,,,
3386,Rayman Origins,PSV,2012,Platform,Ubisoft,,,0,,,12.0,10,120.6,"36546868,49228258,49462664,80779496,51557405,44482198,20772968,17530772,80128229,69954842,112199961,22371742"
3425,Game Party in Motion,X360,2010,Misc,Warner Bros. Interactive Entertainment,,,0,,,,,,
3698,Excite Truck,Wii,2006,Racing,Nintendo,,,,,,,,,
3740,Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,,,0,,,,,,
3764,Jampack Volume 11,PS2,2004,Misc,Sony Computer Entertainment,,,0,,,,,,
4114,Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,,,0,,,,,,
4119,Bratz: The Movie,PS2,2007,Simulation,THQ,,,0,,,,,,
4755,Pro Pinball,PS,1996,Misc,Empire Interactive,,,0,,,,,,
4987,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,,,,,,,,,
5456,Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,,,,,,,,,
5501,Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,,,0,,,,,,
5656,Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,,,0,,,,,,
6052,The Punisher,XB,2005,Action,THQ,,,0,,,,,,
6188,Virtua Fighter 5 Online,X360,2007,Fighting,Sega,,,,,,,,,
6212,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,,,,,,,,,
6321,LEGO Harry Potter: Years 5-7,PSP,N/A,Action,Warner Bros. Interactive Entertainment,,,0,,,,,,
6348,Command & Conquer,N64,1999,Strategy,Nintendo,,,0,0,,,,,
7088,Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0,0,,0,,,,,
7150,Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,,,0,0,,,,,
7187,Super Adventure Island,SNES,1992,Platform,Hudson Soft,0,0,,0,,,,,
7199,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,,0,0,,,,,,
7295,Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,,,0,,,,,,
7594,"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive,,0,0,,,,,,
7878,Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,0,0,,0,,,,,
8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0,0,,0,,,,,
8209,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,,,0,,,,,,
8385,Shrek Extra Large,GC,2002,Platform,TDK Mediactive,,,0,0,,,,,
8535,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,,0,0,,,,,,
8801,Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0,0,,0,,,,,
9284,Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,,0,0,,,,,,
9334,Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,,0,,,,,,
9642,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,,0,,,,,
10126,ECW Anarchy Rulz,PS,1999,Fighting,Acclaim Entertainment,,,0,,,,,,
10141,WWE All Stars,PS2,2011,Fighting,THQ,,,0,,,,,,
10471,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,0,0,,0,,,,,
10693,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,,,0,,,,,,
11074,Ski and Shoot,Wii,2008,Sports,RTL,,,0,,,,,,
11076,Scrabble,PSP,2009,Misc,Electronic Arts,,0,0,,,,,,
11337,Famicom Mini: Adventure Island,GBA,2004,Action,Hudson Soft,0,0,,0,,,,,
11367,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,,,0,,,,,,
11859,Blood Drive,PS3,2010,Racing,Activision,,0,0,0,,,,,
13253,Silhouette Mirage,PS,1998,Platform,ESP,,,0,0,,,,,
13345,Galaxy Racers,DS,2010,Racing,Ubisoft,,0,0,0,,,,,
13470,The Hustle: Detroit Streets,PS2,2006,Sports,Activision,,,0,,,,,,
13528,FlatOut 2,XB,2006,Racing,Empire Interactive,,,0,0,,20.0,14,28.2,"62990992,77542968,33282871,45774794,20772968,15701750,31669242,68719896,127072755,2259650,127272741,101695880,76027799,92914917,17530772,176929122,1936551,30246419,118852041,31889811"
13551,Castle of Shikigami III,Wii,2007,Shooter,PQube,,0,0,0,,,,,
13602,The Invincible Iron Man,GBA,2002,Action,Activision,,,0,0,,,,,
13607,Playmobil Top Agents,DS,2010,Action,JoWood Productions,0,,0,0,,,,,
13662,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0,0,,0,,,,,
13748,Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0,0,,0,,,,,
14014,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0,0,,0,,,,,
14174,SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0,0,,0,,,,,
14324,Biker Mice From Mars,DS,2007,Racing,Game Factory,,0,0,0,,,,,
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0,0,,0,,,,,
14431,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works,0,0,,0,,,,,
14652,The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,,0,,,,,
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,,0,,,,,
14840,Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,,0,,,,,
14906,Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0,0,,0,,,,,
15127,To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0,0,,0,,,,,
15146,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0,,0,0,,,,,
15289,Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0,0,,0,,,,,
15929,Storm Lover Kai!!,PSP,2012,Action,D3Publisher,0,0,,0,,,,,
15996,Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,,0,,,,,
16373,Gobliiins 4,PC,2009,Adventure,Kalypso Media,0,,0,0,,,,,
16463,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0,,0,0,,,,,
369,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,,,,,,,,,
598,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,,,,,,,,,
615,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,,,,,,,,,
1039,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,,,0,,,,,,
1098,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,THQ,,,0,,,,,,
1149,Far Cry 4,XOne,2014,Shooter,Ubisoft,,,,,,40.0,35,1251.7,"40212239,80550861,73518199,184314651,26808868,10253354,99723205,189858084,77980915,47384303,113752996,185258131,124059151,210170887,160427210,191126693,64973908,65958466,11940338,74347105,59925638,122117051,51557405,108007732,124443679,48028873,54310644,210177498,82961224,43913966,264438536,65064340,115167911,60706503,53875128,43160799,138482130,71390526,172518437,170491009"
1751,NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,,,0,,,,,,
1809,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,,,0,,,,,,
1944,Darksiders,X360,2010,Action,THQ,,,,,,154.0,91,1195.0,"1612666,58345543,36546868,63157803,81943620,116564064,32710856,55426012,87341384,31669242,57770056,74772820,74521316,191979928,11373749,29753085,69009454,7249363,65958466,83770731,39037163,58905429,16645459,267053376,71888942,56038151,71777065,87162199,298950,116876958,80779496,46028967,101142088,112626210,154230933,64369759,154230723,47240858,80494893,65754991,9128105,27279261,85959768,55367062,24469287,49893565,45145682,36502549,36404933,165755355,61806811,75011941,112376397,33865373,63441290,69954842,22371742,67694595,69180564,11794760,86041729,7907686,83497449,10450544,106986812,24632218,71132696,65064340,10599862,99077905,33706322,42061089,107913460,218317467,49350285,154485753,92593907,21061921,49228258,14465359,78341587,121207655,30425578,36557643,20772968,204401529,189858084,25096601,81160212,70915652,17567828,47457723,11731710,60608576,90272527,43955374,10218563,49462664,88344296,76892907,91859894,91690667,78309377,64973908,33013552,38317154,106796307,57603447,59332369,44472980,24721232,79180628,127335438,48386574,73495968,101339059,66255019,102921672,11149819,81170946,73725335,23225650,64787956,33282871,11403772,26762388,13565651,65398650,78996406,62481936,55906572,56333620,92503355,42657809,87734805,12259303,59825286,61189155,80128229,61676491,123101539,285860790,81585721,167017825,156675178,117345810,108454875,53875128,65342306,83625754,86469479,11300897,107452765,30246419"
1970,Aliens vs Predator,PS3,2010,Shooter,Sega,,,0,,,,,,
2306,Crysis 3,PS3,2013,Shooter,Electronic Arts,,,,,,,,,
2767,Resonance of Fate,PS3,2010,Role-Playing,Sega,,,,,,,,,
2993,Doom (2016),XOne,2016,Shooter,Bethesda Softworks,,,0,,,,,,
3182,Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,,,0,,,,,,
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,Platform,Eidos Interactive,,,0,,,,,,
3382,Dai-2-Ji Super Robot Taisen α,PS2,2003,Strategy,Banpresto,0,0,,0,,,,,
3403,Yakuza 5,PS3,2012,Action,Sega,0,0,,0,,,,,
3882,Fishing Derby,2600,N/A,Sports,Activision,,,0,,,,,,
3946,Monopoly Party,PS2,2002,Misc,Infogrames,,,0,,,,,,
4080,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,,,0,,,,,,
4214,World Series of Poker,PS2,2005,Misc,Activision,,,0,,,,,,
4249,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,,,,,,,,,
4531,How to Train Your Dragon,Wii,2010,Action,Activision,,,0,,,,,,
4548,Monopoly,PS2,2008,Misc,Electronic Arts,,,0,,,4.0,4,18.9,"127272741,105503045,156071982,82686146"
4659,Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,,,,,,,,,
5960,Grandia II,PS2,2002,Role-Playing,Ubisoft,,,0,,,,,,
6072,Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,,0,,,,,
6399,Jurassic Park: Operation Genesis,PS2,2003,Simulation,Konami Digital Entertainment,,,0,,,,,,
6482,Inazuma Eleven GO 3: Galaxy,3DS,2013,Sports,Level 5,0,0,,0,,,,,
6605,Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,,,0,,,,,,
6643,A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,,,,,,,
6685,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,,,0,,,,,,
7080,Tales of VS.,PSP,2009,Fighting,Namco Bandai Games,0,0,,0,,,,,
7173,Ragnarok DS,DS,2008,Role-Playing,GungHo,,0,,,,,,,
7346,Baja: Edge of Control,PS3,2008,Racing,THQ,,,0,,,,,,
7395,Darkwatch,XB,2005,Shooter,Ubisoft,,,0,,,,,,
7434,Rumble Racing,PS2,2001,Racing,Electronic Arts,,,0,,,,,,
7436,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,,0,,,,,,,
7537,Drift King Shutokou Battle '94,SNES,1994,Racing,BPS,0,0,,0,,,,,
7584,Cars,XB,2006,Racing,THQ,,,0,,,,,,
8515,Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,,,,,,,,,
8719,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,,,,,,,,,
8895,Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0,0,,0,,,,,
8920,Capcom Classics Collection,XB,2005,Misc,Capcom,,,0,,,,,,
9545,Backyard Baseball '09,DS,2008,Sports,Atari,,0,0,,,,,,
9902,Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,,,,,,,,,
9978,Dawn of Discovery,DS,2009,Simulation,Ubisoft,,,0,,,9.0,2,18.200000000000003,"39319649,47384303,11794760,10599862,75368808,62705916,122026623,54293428,44545959"
10283,Winter Heat,SAT,1996,Sports,Sega,0,0,,0,,,,,
10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,,,,,,,,,
10464,The Whispered World,PC,2009,Adventure,Deep Silver,0,,0,,,8.0,2,3.2,"11149819,47457723,11373749,60859695,116876958,59825286,20772968,30246419"
10609,Van Helsing,GBA,2004,Action,Activision,,,0,0,,,,,
10962,Lock's Quest,DS,2008,Strategy,THQ,,0,0,,,,,,
11090,MotoGP 14,X360,2014,Racing,Milestone S.r.l.,,,0,,,,,,
11504,Midway Arcade Treasures 3,XB,2005,Misc,Midway Games,,,0,0,,,,,
11997,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,,,0,,,,,,
12203,Monster Tale,DS,2011,Platform,Majesco Entertainment,,0,0,0,,,,,
12220,Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,,0,,,,,
12462,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,,0,0,,,,,,
12645,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0,,0,,,,,,
12823,Legend of Kay,WiiU,2015,Action,Nordic Games,,,0,0,,,,,
12831,Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,,0,,,,,,
12847,Lernerfolg Vorschule: Capt'n Sharky,DS,2009,Misc,Tivola,0,,0,,,,,,
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,,,0,,,,,,
13376,Black Mirror 2,PC,2009,Adventure,DTP Entertainment,0,,0,,,,,,
13490,"Roswell Conspiracies: Aliens, Myths & Legends",PS,2001,Action,Red Storm Entertainment,,,0,0,,,,,
13905,The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,,,0,0,,,,,
14048,Swords,Wii,N/A,Fighting,Unknown,,0,0,0,,,,,
14234,EverBlue 2,PS2,2002,Adventure,Capcom,,,0,0,,,,,
14445,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0,0,,0,,,,,
14453,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0,0,,0,,,,,
15356,Demolition Company: Gold Edition,PC,2011,Simulation,N/A,0,,0,0,,,,,
15592,Peggle Nights,PC,2008,Puzzle,PopCap Games,0,,0,0,,11.0,7,33.9,"20366600,11794760,119530092,11373749,59825286,8259307,33865373,80988171,69954842,62985928,58057627"
15617,Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,0,0,,0,,,,,
15828,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,,0,,,,,
15835,I Love Horses: Rider's Paradise,Wii,2010,Simulation,Destineer,,0,0,0,,,,,
15926,Pillars of Eternity,PC,2014,Role-Playing,Paradox Interactive,0,,0,0,,47.0,41,1523.2,"11149819,89732768,40212239,80550861,39622853,139573198,77665527,178964139,183337134,51822361,36557643,46637811,9128105,17995238,110899658,70967454,286926470,86256882,74521316,11731710,24469287,127850470,84455820,76892907,79073449,88525821,223858723,33865373,129081996,181608676,50095094,162076421,12144171,262430736,44472980,92484390,45974860,10599862,11970504,26729643,43160799,298950,66255019,53898495,86469479,248549548,92393218"
16013,Call of Juarez,PC,2006,Shooter,Ubisoft,0,,0,0,,6.0,2,12.0,"62990992,96914675,47384202,33282871,122026623,30246419"
16023,Uppers,PSV,2016,Action,Marvelous Entertainment,0,0,,0,,,,,
16446,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0,0,,0,,,,,
16471,Exstetra,3DS,2013,Role-Playing,FuRyu,0,0,,0,,,,,
16515,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,,0,0,0,,,,,
388,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,,,,,,,,,
514,FIFA 16,PS3,2015,Sports,Electronic Arts,,,,,,,,,
1037,Call of Duty: World at War Final Fronts,PS2,2008,Shooter,Activision,,,0,,,,,,
1047,Need for Speed Underground,XB,2003,Racing,Electronic Arts,,,0,,,,,,
1169,NASCAR 2000,PS,1999,Racing,Electronic Arts,,,0,,,,,,
1184,Conflict: Desert Storm,PS2,2002,Shooter,Gotham Games,,,0,,,,,,
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,,,0,,,,,,
1408,Dead Rising 2,PS3,2010,Action,Capcom,,,,,,27.0,21,127.69999999999999,"16084897,64973908,86041729,39037163,10450544,80189887,33282871,86433707,106147454,49767455,55426012,20772968,48028873,26762388,106806146,205965436,24469287,123039887,103624897,49462664,110906645,86469479,216025815,17530772,152585209,118852041,92958887"
1411,Gardening Mama,DS,2009,Puzzle,505 Games,,,,,,,,,
1902,Resident Evil: The Darkside Chronicles,Wii,2009,Action,Capcom,,,,,,,,,
2304,Destruction Derby,PS,1995,Racing,Psygnosis,,,0,,,,,,
2869,Super Trucks Racing,PS2,2002,Racing,Jester Interactive,,,0,,,,,,
3213,Call of Duty: Black Ops,DS,2010,Shooter,Activision,,,0,,,,,,
3413,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,,,0,,,,,,
3650,Yokai Sangokushi,3DS,2016,Action,Level 5,0,0,,0,,,,,
3706,Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,,,0,,,,,,
3965,The Mummy Returns,PS2,2001,Action,Universal Interactive,,,0,,,,,,
3972,LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,,,0,,,19.0,11,325.0,"36546868,64787956,240551525,122026623,73835640,64369759,226923581,65754991,147602462,156675178,160288543,194670621,76892907,46028967,216025815,107913460,97843739,134967717,22301321"
4202,NHL 16,XOne,2015,Sports,Electronic Arts,,,0,,,,,,
4217,We Sing Encore,Wii,2010,Misc,Nordic Games,0,,0,,,,,,
4251,ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,,,0,,,,,,
